news_id,titulo,investigador_id,nombre,departamento,grupos,nombre_oficial
22,La Universidad de Oviedo recibe este verano a 300 estudiantes en sus cursos intensivos de español para extranjeros,https://portalinvestigacion.uniovi.es/investigadores/217455/detalle,JOAQUIN GARCIA SAN SEGUNDO,Geología,Geofísica y Tectónica,JOAQUIN GARCIA SAN SEGUNDO
22,La Universidad de Oviedo recibe este verano a 300 estudiantes en sus cursos intensivos de español para extranjeros,https://portalinvestigacion.uniovi.es/investigadores/217678/detalle,ANA CRISTINA LAHUERTA MARTINEZ,"Filología Inglesa, Francesa y Alemana",Grupo de Investigación en Multilingüismo: Estudios en Contextos Especializados y Académicos,ANA CRISTINA LAHUERTA MARTINEZ
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/217347/detalle,JOSE MANUEL GONZALEZ DIAZ,Química Orgánica e Inorgánica,Síntesis Orgánica Selectiva,JOSE MANUEL GONZALEZ DIAZ
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/219141/detalle,JOSE ANTONIO GONZALEZ DIAZ,Geografía,Análisis y Representación de los Paisajes Geográficos Españoles | Centro de Cooperación y Desarrollo Territorial de la Universidad de Oviedo,JOSE ANTONIO GONZALEZ DIAZ
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/2355302/detalle,NOEMI PINILLA ALONSO,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,NOEMI PINILLA ALONSO
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/217395/detalle,JOSE GONZALEZ PEREZ,Energía,Fluids Engineeering for Renewable Energy and Sustainability,JOSE GONZALEZ PEREZ
23,Un universitario ovetense que publicó su observación del eclipse del año 1860 da nombre al asteroide ‘14918 Gonzálezalegre’,https://portalinvestigacion.uniovi.es/investigadores/218373/detalle,JOSE IGNACIO SAN VICENTE GONZALEZ DE ASPURU,Filología Clásica y Románica,Investigación en Patrimonio de Asturias,JOSE IGNACIO SAN VICENTE GONZALEZ DE ASPURU
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/218785/detalle,JAIME GARCIA FERNANDEZ,Psicología,Evaluación Psicométrica y Diseño de Investigación,JAIME GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217585/detalle,ROBERTO GARCIA FERNANDEZ,Informática,Investigación de Sistemas Multimedia e Internet de las Cosas,ROBERTO GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/2355660/detalle,JOSE MANUEL GARCIA MONTES,Psicología,Ciencia y Divulgación en Prevención y Salud Mental,JOSE MANUEL GARCIA MONTES
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/218786/detalle,MARIA GARCIA FERNANDEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Teoría de la Señal y Comunicaciones,MARIA GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/218790/detalle,JOSE GARCIA GARCIA,Estadística e Investigación Operativa y Didáctica de la Matemática,Estadística con Elementos Imprecisos Aleatorios & comparación de Distribuciones entre Elementos Aleatorios,JOSE GARCIA GARCIA
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217398/detalle,VICTOR MANUEL GARCIA FERNANDEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)","Sistemas de Medidas, Almacenamiento Energético y Aplicaciones Industriales",VICTOR MANUEL GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/219166/detalle,JAVIER GARCIA FERNANDEZ,Física,Magnetismo de Materiales y Nanomateriales,JAVIER GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217579/detalle,GLORIA GARCIA FERNANDEZ,No especificado,,GLORIA GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217584/detalle,PABLO GARCIA FERNANDEZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Laboratory for Electrical Energy Management Unified Research,PABLO GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217416/detalle,JUAN JOSE GARCIA GONZALEZ,Filología Clásica y Románica,Grupo de Investigación en Estudios Clásicos,JUAN JOSE GARCIA GONZALEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217454/detalle,MARIA JOSE GARCIA SALGADO,Ciencias Jurídicas Básicas,Grupo de Investigación de Filosofía y Argumentación Jurídica,MARIA JOSE GARCIA SALGADO
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/1010303/detalle,IRENE GARCIA FERNANDEZ,No especificado,,IRENE GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/219153/detalle,JOSE LUIS GARCIA SUAREZ,,Centro de Cooperación y Desarrollo Territorial de la Universidad de Oviedo,JOSE LUIS GARCIA SUAREZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217437/detalle,PAULINO JOSE GARCIA NIETO,Construcción e Ingeniería de Fabricación,"Grupo de Investigación en Construcción Sostenible, Simulación y Ensayo",PAULINO JOSE GARCIA NIETO
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217577/detalle,JOSE GARCIA FANJUL,Informática,Grupo de Investigación en Ingeniería del Software,JOSE GARCIA FANJUL
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217397/detalle,TRINIDAD GARCIA FERNANDEZ,Psicología,"Grupo de Aprendizaje Escolar, Dificultades y Rendimiento Académico",TRINIDAD GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217580/detalle,JOSE GARCIA FERNANDEZ,Filología Clásica y Románica,Voces Femeninas en la Literatura y la Cultura Europeas,JOSE GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/218788/detalle,NATALIA GARCIA FERNANDEZ,Construcción e Ingeniería de Fabricación,"Dynamics, Materials and Structures",NATALIA GARCIA FERNANDEZ
24,El Edificio Histórico de la Universidad de Oviedo acoge la exposición 'Tejiendo solidaridad desde la Economía Social de Asturias' de ASATA,https://portalinvestigacion.uniovi.es/investigadores/217546/detalle,JOSE IGNACIO GARCIA ALONSO,Química Física y Analítica,Isótopos Estables Enriquecidos,JOSE IGNACIO GARCIA ALONSO
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/1010407/detalle,ENRIQUE JOSE RODRIGUEZ MARTIN,Informática,Web Semántica Oviedo,ENRIQUE JOSE RODRIGUEZ MARTIN
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/2014315/detalle,ADRIAN ALVAREZ ALVAREZ,No especificado,,ADRIAN ALVAREZ ALVAREZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/216779/detalle,JUAN CARLOS ALVAREZ ALVAREZ,"Ingeniería Eléctrica, Electrónica, de Comunicaciones y de Sistemas (DIEECS)",Sistemas Multisensor y Robótica,JUAN CARLOS ALVAREZ ALVAREZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/216777/detalle,EDUARDO ALVAREZ ALVAREZ,Energía,Grupo de Ingeniería Fluidodinámica,EDUARDO ALVAREZ ALVAREZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/216782/detalle,PEDRO ALVAREZ ALVAREZ,Biología de Organismos y Sistemas,Grupo de Investigación de Sistemas Forestales Atlánticos,PEDRO ALVAREZ ALVAREZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/220229/detalle,MARTA ELENA ALVAREZ ARGUELLES,Morfología y Biología Celular,Respuesta Celular al Estrés Oxidativo,MARTA ELENA ALVAREZ ARGUELLES
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/217947/detalle,JOSE FERNANDO MARTIN LOPEZ,Biología Funcional,Neurobiología de los Sistemas Sensoriales,JOSE FERNANDO MARTIN LOPEZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/216776/detalle,BRAULIO JOSE ALVAREZ ALVAREZ,Construcción e Ingeniería de Fabricación,Engineering for Precision Manufacturing,BRAULIO JOSE ALVAREZ ALVAREZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/1095856/detalle,ENRIQUE RODRIGUEZ RUBIO,Medicina,Uniovi-pediatría,ENRIQUE RODRIGUEZ RUBIO
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/216780/detalle,LEONARDO ALVAREZ ALVAREZ,Derecho Público,Derechos Fundamentales y Constitución,LEONARDO ALVAREZ ALVAREZ
26,La Universidad de Oviedo celebra la ceremonia de graduación de 12 estudiantes de su programa universitario para mayores PUMUO,https://portalinvestigacion.uniovi.es/investigadores/219286/detalle,MARIA ELENA RIVOIR,Ciencias de la Educación,Grupo de Análisis Sociológico y Cultural de los Procesos Escolares y Educativos,MARIA ELENA RIVOIR
27,La Universidad de Oviedo y el Principado impulsan la entrada de Asturias en el mapa nacional de la supercomputación,https://portalinvestigacion.uniovi.es/investigadores/1010273/detalle,IRENE DIAZ MARTINEZ,Historia,Grupo de Investigación en Historia Sociocultural,IRENE DIAZ MARTINEZ
27,La Universidad de Oviedo y el Principado impulsan la entrada de Asturias en el mapa nacional de la supercomputación,https://portalinvestigacion.uniovi.es/investigadores/217124/detalle,SUSANA IRENE DIAZ RODRIGUEZ,Estadística e Investigación Operativa y Didáctica de la Matemática,Modelización de la Incertidumbre y la Imprecisión en Teoría de la Decisión,SUSANA IRENE DIAZ RODRIGUEZ
27,La Universidad de Oviedo y el Principado impulsan la entrada de Asturias en el mapa nacional de la supercomputación,https://portalinvestigacion.uniovi.es/investigadores/218536/detalle,IGNACIO VILLAVERDE MENENDEZ,Derecho Público,Derechos Fundamentales y Constitución,IGNACIO VILLAVERDE MENENDEZ
27,La Universidad de Oviedo y el Principado impulsan la entrada de Asturias en el mapa nacional de la supercomputación,https://portalinvestigacion.uniovi.es/investigadores/218056/detalle,LUIS OREA SANCHEZ,Economía,Oviedo Efficiency Group,LUIS OREA SANCHEZ
28,1.120 estudiantes se examinan de la PAU en Asturias la próxima semana,https://portalinvestigacion.uniovi.es/investigadores/217775/detalle,ALFONSO JOAQUIN LOPEZ MUÑIZ,Morfología y Biología Celular,Sistema Nervioso Periférico y Órganos de los Sentidos,ALFONSO JOAQUIN LOPEZ MUÑIZ
28,1.120 estudiantes se examinan de la PAU en Asturias la próxima semana,https://portalinvestigacion.uniovi.es/investigadores/220173/detalle,SANTIAGO ALFONSO LOPEZ NAVIA,Filología Española,Grupo de Estudios Cervantinos,SANTIAGO ALFONSO LOPEZ NAVIA
29,El rector de la Universidad de Castilla-La Mancha asume la presidencia semestral del Grupo 9 de Universidades,https://portalinvestigacion.uniovi.es/investigadores/217370/detalle,CARLOS GONZALEZ GUTIERREZ,Explotación y Prospección de Minas,Grupo de Modelización Matemática Aplicada,CARLOS GONZALEZ GUTIERREZ
30,"El investigador de la Universidad de Oviedo Saúl Sal Sarria, segundo premio Luis Felipe Torrente de Divulgación sobre Medicina y Salud",https://portalinvestigacion.uniovi.es/investigadores/218344/detalle,MIGUEL ANGEL RODRIGUEZ DIAZ,,Biogeoquímica Ambiental y Materias Primas Minerales,MIGUEL ANGEL RODRIGUEZ DIAZ
30,"El investigador de la Universidad de Oviedo Saúl Sal Sarria, segundo premio Luis Felipe Torrente de Divulgación sobre Medicina y Salud",https://portalinvestigacion.uniovi.es/investigadores/2186294/detalle,ANGEL ANTONIO RODRIGUEZ MARTIN,Historia del Arte y Musicología,Escenarios para el Arte,ANGEL ANTONIO RODRIGUEZ MARTIN
